RefSeq	logFC
NM_013417	-0.11622212572378865
NM_003286	-0.5656216822881144
NM_007122	0.7748085275176533
NM_017895	-0.7896873241469688
NM_001005242	-1.1616609991204174
NM_021932	0.3615898012747773
NM_004630	0.4106411607246553
NM_004590	-0.1294633238976121
NM_000129	-0.2707111098897619
NR_029704	0.012008481361489342
NM_017728	-0.06940441175236425
NM_001017999	-0.06991470200716406
NM_018836	0.014873420927693809
NM_052924	0.20343263656116195
NM_033632	-0.0949998057763228
NM_000272	0.08729926945216289
NM_014809	0.07411392205146808
NM_032600	0.204407577761914
NM_032783	-0.8011709506922293
NM_148906	-0.4791527826003069
NM_020820	0.2560853140873571
NM_197968	-0.8073655510899441
NM_020383	0.7889938370029993
NM_020187	0.11487011109052855
NM_001547	-0.7264032355550132
NM_000478	0.8342487315411101
NM_006838	-1.2410848310011322
NM_024639	-0.6903915947613418
NM_001024680	-0.04492496070171419
NM_018944	-1.0201628488288337
NM_020836	0.5997673697188315
NM_001080504	-0.05570556294669544
NM_003352	-0.19048205420337536
NM_014650	-0.2899760512138211
NM_015157	0.6016857636806597
NM_001011666	0.1486977490858166
NM_003530	-0.8446764300176469
NM_198478	-0.03409358084074371
NM_015879	0.06983002420253676
NR_001317	0.17228374771287588
NM_006287	0.2819251961756462
NR_002967	-0.011742123982731069
NM_004223	-0.4600020926761512
NM_175736	-0.014235838701910425
NM_177534	-0.008102495301761414
NM_001126	-0.8163895998375057
NM_001031690	0.0845377388668202
NM_198173	-0.07557420624030392
NM_003289	0.34767108952805903
NM_007276	-0.283785530418932
NM_001004460	0.040078594499681985
NM_016032	-0.4591151593299282
NR_030528	0.028420846478525406
NM_014845	0.016815110195823223
NM_018718	-0.6303088379860712
NM_022110	0.7200264971406686
NM_152680	-0.7772685033157678
NM_002665	0.09121613671431644
NM_180991	0.025012745386142888
NM_014061	0.15989858280918354
NM_152903	0.10685119919599627
NM_001005212	-0.09777129713208424
NM_007118	-0.41006726637741664
NM_005675	0.838834088704466
NM_001114357	0.0961944213583493
NM_018136	-1.9039333182876763
NM_018192	0.628127177046643
NM_001358	-0.3456502047805087
NM_001008661	0.09788431488221416
NM_017727	0.10720683849257942
NM_007046	0.03883139123638648
NM_006298	-0.13995508337378687
NM_207333	-0.17931974443622234
NM_018000	-0.3348622231838882
NM_001012763	-0.14431232153307838
NM_006189	-0.10584689100860926
NM_178424	0.08746576320303594
NM_022828	-0.5982475022932049
NM_001001964	-0.006528106890242578
NM_002593	0.32046930567398196
NM_015332	0.06290155383833095
NM_014233	0.05962597834032491
NM_001687	1.658055601763043
NM_175060	0.027104590574581467
NM_181426	-0.020801542413871082
NM_172341	0.5869613077508309
NM_001101387	-0.09788582342348086
NM_033191	0.08737351203543824
NM_020208	0.5967522641196122
NM_001079538	0.3140743853073035
NM_017801	-1.3489249594242592
NM_002102	-0.06590651206845119
NM_198393	0.07196545141677901
NM_014646	0.1068522784339567
NM_001080401	0.15362923888869506
NM_001185	0.4930162321149021
NM_001001976	-0.2178576817098492
NM_006190	-0.8028647222555652
NM_001015052	0.6937580585029294
NM_004496	0.12398471221306055
NM_153456	-0.0007614770712563276
NM_013441	-0.2610883391655896
NM_172241	-0.03678858023655583
NM_001008405	-0.6299850019765972
NM_001397	-0.003119872688805609
NM_006877	0.5043375808182684
NM_020441	0.8420050364295517
NM_153831	0.20555613316986035
NM_178012	-3.0074368902548123
NM_005331	1.1651005963504542
NM_177444	-1.027236363633724
NM_177530	0.010748672102660856
NM_018639	0.41299873886149135
NR_029604	0.10634010843569533
NM_005362	0.8071182700241045
NM_000442	0.4077176111257925
NM_000593	0.20022145859819246
NM_004047	0.9651249039156662
NM_012225	1.0219401290559411
NR_024237	-0.1588270569362123
NM_032154	-0.7728726590225876
NM_001497	-0.4736167374441689
NM_138820	0.7283271428391289
NM_006364	-0.22010966441882068
NM_014033	1.618814545474215
NM_001033566	-0.5938929205193804
NM_003745	-0.579766437845432
NM_004297	0.38481227269826696
NM_014030	0.2738055132488505
NM_002433	-0.09087340870971923
NM_016578	-0.8627093121639327
NM_001008740	-0.012382939521678734
NM_033453	0.6704321612499975
NM_016457	0.3431374221278266
NM_207195	0.5422689885591196
NM_000029	-1.5272849205394183
NM_001032295	-0.03809343801129896
NM_003541	0.5640128478535853
NM_173611	0.09968230186373678
NM_020777	-0.07849366108808985
NM_021146	0.11349072988402208
NM_004089	1.4316408755396839
NR_003071	0.14911419522814576
NM_001029939	-0.028916249713329668
NM_182795	-0.5688835274492541
NM_018275	-0.23282464389950186
NM_000864	0.02839762460790715
NM_001042533	0.005723173209285954
NM_181674	0.11092993628831237
NM_198082	-0.0711234196817331
NM_018456	-0.5415722285179925
NM_080652	-0.3613390791867958
